ID,Название,Авторы,Год публикации,В_РИНЦ
54640514,PROPAGATION OF SURFACE PLASMON-POLARITONS IN METAL-DIELECTRIC STRUCTURES BASED ON OPALS,"Puchkov N.I., Solovyev V.G., Cvetkov A.V., Yanikov M.V.",2023,Да
53761618,ВЫЯВЛЕНИЕ АНОМАЛЬНОГО ПОВЕДЕНИЯ ПОЛЬЗОВАТЕЛЕЙ ЦЕНТРОВ ОБРАБОТКИ ДАННЫХ ВУЗОВ,"Котенко И.В., Саенко И.Б., Аль-Барри М.Х.",2023,Да
50403066,ЭВОЛЮЦИЯ ОПТИЧЕСКИХ СПЕКТРОВ ПРОПУСКАНИЯ МЕТАЛЛО-ДИЭЛЕКТРИЧЕСКИХ СТРУКТУР НА ОСНОВЕ ОПАЛОВ,"Ванин А.И., Панькова С.В., Соловьёв В.Г., Цветков А.В., Яников М.В.",2023,Да
50403067,РЕГУЛИРОВАНИЕ АДГЕЗИИ ЭЛЕКТРОПРОВОДЯЩИХ ПЛЁНОК НА ДИЭЛЕКТРИЧЕСКИХ ПОДЛОЖКАХ ЭЛЕКТРИЧЕСКИМ ПОЛЕМ,"Пщелко Н.С., Шерстюк Ю.М., Санин Ю.В.",2023,Да
54693175,"ИЗУЧЕНИЕ СТОЙКОСТИ ПОВЕРХНОСТИ МНОГОСЛОЙНЫХ ГРАФЕНОВЫХ СТРУКТУР, ЗАЩИЩЁННЫХ СЛОЕМ ВОЛЬФРАМА, К ВОЗДЕЙСТВИЮ СОЛНЕЧНОГО ВЕТРА В ОТКРЫТОМ КОСМОСЕ","Логинов Б.А., Ханин С.Д., Хрипунов Ю.В., Блинников Д.Ю., Второва В.С., Кириллова В.В., Ляшко Е.А., Макеев В.С., Первых А.Р., Левин К.Л.",2023,Да
54693176,СДВИГ ТОЧКИ КЮРИ СИСТЕМЫ НАНОЧАСТИЦ СЕГНЕТОВОЙ СОЛИ В МАТРИЦЕ ЦЕОЛИТА ТИПА А,"Иванова М.С., Матвеева Т.Г., Соловьёв В.Г.",2023,Да
54693178,"БЕСПРОВОДНЫЕ СИСТЕМЫ СВЯЗИ С БЕТА-ВОЛЬТАИЧЕСКИМИ БАТАРЕЯМИ НА ОСНОВЕ СТРОНЦИЯ-90, ИЗВЛЕКАЕМОГО ПРИ ПЕРЕРАБОТКЕ ОТРАБОТАВШЕГО ЯДЕРНОГО ТОПЛИВА МЕТОДОМ ИОННОГО РАСПЫЛЕНИЯ - ТЕРМИЧЕСКОГО РАЗДЕЛЕНИЯ","Лаута О.С., Лобашев А.И., Петровская А.С., Пщелко Н.С., Цыганов А.Б.",2023,Да
53701317,ПОДХОДЫ К ИНТЕЛЛЕКТУАЛИЗАЦИИ КОНТРОЛЯ БЕЗОПАСНОСТИ ИНФОРМАЦИОННО-ТЕЛЕКОММУНИКАЦИОННЫХ СЕТЕЙ НА ТРАНСПОРТЕ,"Стародубцев Ю.И., Худайназаров Ю.К., Кныш Т.П.",2023,Да
57749629,РАСЧЕТ НЕКОГЕРЕНТНЫХ ОПТИЧЕСКИХ КАНАЛОВ,"Еремеев Е.Л., Буравцова Д.А., Кондратова О.А., Чеканова Е.В.",2023,Да
51642428,МОДЕЛЬ ФОРМИРОВАНИЯ МАТЕМАТИЧЕСКИХ ПОНЯТИЙ,"Монахова Л.Ю., Рябоконь Е.А.",2023,Да
56944778,ВОЕННЫЕ ПЕДАГОГИ РОССИИ ДАМЬЕ АЛЕКСАНДР-ГЕНРИХ ЮЛЬЕВИЧ - ВОЕННЫЙ ПЕДАГОГ И ИНЖЕНЕР,"Дмитриев А.М., Усацкий В.А., Буцев С.Ф., Еремеев Е.Л.",2023,Да
56944776,ВОЕННЫЕ ПЕДАГОГИ РОССИИ МИЩЕНКО М.С. И ПОЛЗИКОВ Н.П. - ВЫДАЮЩИЕСЯ ОФИЦЕРЫ-ВОСПИТАТЕЛИ КАДЕТ,"Дмитриев А.М., Ерыгин В.В., Кондратова О.А., Афанасьева Ю.М.",2023,Да
54276409,МЕТОД МАСКИРОВКИ РАЙОНОВ РАСПОЛОЖЕНИЯ ОБЪЕКТОВ КРИТИЧЕСКИ ВАЖНОЙ ИНФРАСТРУКТУРЫ ОТ РАДИОЛОКАЦИОННЫХ СРЕДСТВ НАБЛЮДЕНИЯ,"Липатников В.А., Парфиров В.А.",2023,Да
54282355,УПРАВЛЕНИЕ ДОСТУПОМ К ЭЛЕКТРОННОЙ ИНФОРМАЦИОННО-ОБРАЗОВАТЕЛЬНОЙ СРЕДЕ ВУЗОВ ФЕДЕРАЛЬНЫХ ОРГАНОВ ИСПОЛНИТЕЛЬНОЙ ВЛАСТИ,"Котенко И.В., Саенко И.Б., Захарченко Р.И., Капустин А.С., Аль-Барри М.Х.",2023,Да
54303095,ИНФОРМАЦИОННАЯ СКОРОСТЬ ТРЕХСОСТАВНОГО ШИРОКОВЕЩАТЕЛЬНОГО КАНАЛА СВЯЗИ,"Синюк А.Д., Остроумов О.А.",2023,Да
50362884,ОСОБЕННОСТИ ОСВОЕНИЯ СПОСОБОВ МОДЕЛИРОВАНИЯ В КОМПАС 3D,"Гунина Е.В., Андреева Л.А., Гусева Т.А., Жукова Л.А.",2023,Да
50362887,СЕТЕВЫЕ ПРЕДЕЛЫ ПАКЕТНОЙ СИНХРОНИЗАЦИИ,"Еремеев Е.Л., Буравцова Д.А., Кондратова О.А., Москальонов А.В.",2023,Да
50362894,ОСОБЕННОСТИ РАСЧЕТА ЭКВИВАЛЕНТНОЙ ИЗОТРОПНОЙ ИЗЛУЧАЕМОЙ МОЩНОСТИ ЗЕМНОЙ СТАНЦИИ И РЕТРАНСЛЯТОРА СВЯЗИ РАДИОЛИНИИ СПУТНИКОВОЙ СВЯЗИ,"Снежко В.К., Орлов Е.В., Таиров Р.З., Горанько С.А.",2023,Да
53113136,ОЦЕНКА OSNR ДЛЯ СИСТЕМ СВЯЗИ,"Еремеев Е.Л., Буравцова Д.А., Кондратова О.А., Москальонов А.В.",2023,Да
53113148,ЛОКАЛЬНЫЙ РЕМОНТ И ВКЛЮЧЕНИЕ ЗАЩИТЫ В СЕТЯХ GMPLS,"Еремеев Е.Л., Буравцова Д.А., Кондратова О.А., Москальонов А.В.",2023,Да
53113149,ЭФФЕКТИВНОСТЬ ПРИМЕНЕНИЯ МНОГОПОЗИЦИОННЫХ СИГНАЛОВ В ЦИФРОВЫХ РАДИОРЕЛЕЙНЫХ СИСТЕМАХ ПЕРЕДАЧИ,"Жирнов А.И., Антонов В.В., Таиров Р.З., Горанько С.А.",2023,Да
54911703,КОНЦЕПЦИЯ ПОСТРОЕНИЯ И ОСОБЕННОСТИ ПРИМЕНЕНИЯ СИГНАЛЬНО-КОДОВЫХ КОНСТРУКЦИЙ С РЕШЕТЧАТЫМ КОДИРОВАНИЕМ В ЦИФРОВЫХ РАДИОРЕЛЕЙНЫХ СИСТЕМ ПЕРЕДАЧИ,"Жирнов А.И., Забело А.Н., Таиров Р.З., Горанько С.А.",2023,Да
50398317,МЕТОДИЧЕСКИЕ ПРИЁМЫ И СПОСОБЫ ОРГАНИЗАЦИИ ПРОЦЕССА ОБУЧЕНИЯ В ТЕХНИЧЕСКОМ ВУЗЕ НА ПРАКТИЧЕСКИХ ЗАНЯТИЯХ ПО ВЫСШЕЙ МАТЕМАТИКЕ,"Кошкина Н.В., Михеева Е.В., Мордвинова О.В.",2023,Да
50398318,МЕТОДИКА РАЗРАБОТКИ ИНДИВИДУАЛЬНЫХ ЗАДАНИЙ ПО КУРСУ ВЫСШЕЙ МАТЕМАТИКИ ДЛЯ СТУДЕНТОВ ТЕХНИЧЕСКИХ ВУЗОВ,"Кошкина Н.В., Михеева Е.В., Мордвинова О.В.",2023,Да
54064437,НЕКОТОРЫЕ АСПЕКТЫ САМОСТОЯТЕЛЬНОЙ РАБОТЫ КУРСАНТОВ В ВОЕННОМ ВУЗЕ,Салищева О.Г.,2023,Да
54064398,ИСПОЛЬЗОВАНИЕ МЕЖДИСЦИПЛИНАРНОГО ПОДХОДА В СОВРЕМЕННОМ ВОЕННОМ ОБРАЗОВАНИИ,"Андреева Л.А., Копосова Е.Г.",2023,Да
54064447,"ВОЗМОЖНОСТИ ПЛАТФОРМЫ ""АЛЬТ - ОБРАЗОВАНИЕ"" ДЛЯ ОБУЧЕНИЯ СТУДЕНТОВ ПО НАПРАВЛЕНИЮ ""БИЗНЕС - ИНФОРМАТИКА""","Майорова Е.В., Соколовская С.А., Кошкина Н.В.",2023,Да
54064402,ПРИМЕНЕНИЕ СОВРЕМЕННЫХ ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ В ОБРАЗОВАНИИ - ПРЕИМУЩЕСТВА И НЕДОСТАТКИ,Салищева О.Г.,2023,Да
54195817,ОСОБЕННОСТИ ОРГАНИЗАЦИИ И ОСУЩЕСТВЛЕНИЯ КОНТРОЛЯ ЗНАНИЙ ПРИ ОБУЧЕНИИ ВЫСШЕЙ МАТЕМАТИКИ В ГОСУДАРСТВЕННЫХ ВОЕННЫХ ПРОФЕССИОНАЛЬНЫХ ОРГАНИЗАЦИЯХ,"Кошкина Н.В., Михеева Е.В., Мордвинова О.В.",2023,Да
54195820,ПРИМЕНЕНИЕ МЕТОДА АНАЛОГИИ ПРИ ОБУЧЕНИИ РЕШЕНИЮ ЗАДАЧ В КУРСЕ ВЫСШЕЙ МАТЕМАТИКИ,"Кошкина Н.В., Михеева Е.В., Мордвинова О.В.",2023,Да
54922328,КОМПЕТЕНТНОСТНЫЙ ПОДХОД В СИСТЕМЕ СОВРЕМЕННОГО ОБРАЗОВАНИЯ,Салищева О.Г.,2023,Да
54922341,ИННОВАЦИОННЫЕ ПРОЦЕССЫ И ТЕНДЕНЦИИ В ВЫСШЕМ ОБРАЗОВАНИИ,Салищева О.Г.,2023,Да
54922343,"ДИАГНОСТИКА ПРИЧИН ТИПИЧНЫХ ОШИБОК, ДОПУСКАЕМЫХ КУРСАНТАМИ ПЕРВОГО КУРСА В ПРОЦЕССЕ ИЗУЧЕНИЯ ЛИНЕЙНОЙ АЛГЕБРЫ","Кошкина Н.В., Ушакова В.А., Ушаков А.М.",2023,Да
54922348,ПЕДАГОГИЧЕСКИЕ ОСНОВЫ ЛЕКЦИИ В СОВРЕМЕННОМ ОБРАЗОВАНИИ,"Андреева Л.А., Копосова Е.Г.",2023,Да
61630840,METHOD OF REMOTE MONITORING OF THE FUNCTIONAL STATE OF COMMUNICATIONS AND NAVIGATION EQUIPMENT OF ROSMORRECHFLOT,"Allakin V.V., Budko N.P., Golyunov M.V., Karetnikov V.V.",2023,Да
50759955,МЕТОД УДАЛЕННОГО МОНИТОРИНГА ФУНКЦИОНАЛЬНОГО СОСТОЯНИЯ СРЕДСТВ СВЯЗИ И НАВИГАЦИОННОГО ОБОРУДОВАНИЯ РОСМОРРЕЧФЛОТА,"Аллакин В.В., Будко Н.П., Голюнов М.В., Каретников В.В.",2023,Да
50759958,МОДЕЛИ КОМПЬЮТЕРНЫХ АТАК НА ПРОГРАММНО-КОНФИГУРИРУЕМЫЕ СЕТИ,"Саенко И.Б., Котенко И.В., Лаута О.С., Скоробогатов С.Ю.",2023,Да
54721072,ОЦЕНКА ЭЛЕКТРОМАГНИТНОЙ ДОСТУПНОСТИ ИСТОЧНИКОВ РАДИОИЗЛУЧЕНИЙ ГСС STARLINK,"Севидов В.В., Дворников С.С., Бестугин А.Р., Киршина И.А., Дворников С.В.",2023,Да
56188325,МОДЕЛИРОВАНИЕ РАДИАЛЬНО-МНОГОКОЛЬЦЕВОЙ ТИПОВОЙ СТРУКТУРЫ ТЕЛЕКОММУНИКАЦИОННОЙ СЕТИ МЕТОДОМ СТЯГИВАНИЯ УЗЛОВ СВЯЗИ,"Ясинский С.А., Романенко П.Г., Зюзин А.Н.",2023,Да
54784577,МОДЕЛИРОВАНИЕ СИСТЕМЫ РАСЧЕТА ПОТРЕБНОСТИ В СНАБЖЕНИИ ПОДРАЗДЕЛЕНИЙ СВЯЗИ РЕТРАНСЛЯТОРАМИ НА БЕСПИЛОТНЫХ ЛЕТАТЕЛЬНЫХ АППАРАТАХ,"Курочка В.С., Бурлаков А.А., Николаев В.Б., Ковалев В.В.",2023,Да
53927819,ЧИСЛЕННОЕ МОДЕЛИРОВАНИЕ И 3D-ПЕЧАТЬ В АРМАТУРЕ. ПРОБЛЕМЫ. ПЕРСПЕКТИВЫ. РЕАЛИЗАЦИЯ,"Кривоногова А.С., Пушков Ю.Л., Тарабан М.В., Наседкин И.В., Горобченко С.Л., Ковалёв Д.А.",2023,Да
54506343,ИНТЕЛЛЕКТУАЛИЗАЦИЯ ИСПОЛНИТЕЛЬНЫХ УСТРОЙСТВ,"Меламед Н.В., Нестеров Д.А., Беленький Ю.И., Горобченко С.Л., Ковалёв Д.А.",2023,Да
54506344,О ЦИФРОВИЗАЦИИ В АРМАТУРЕ: ОТ СМАРТА К ИНТЕЛЛЕКТУ,"Меламед Н.В., Нестеров Д.А., Беленький Ю.И., Горобченко С.Л., Ковалёв Д.А.",2023,Да
54674584,ОБЗОР И СРАВНИТЕЛЬНЫЙ АНАЛИЗ ПОЗИЦИОНЕРОВ БЕЗОПАСНОСТИ ДЛЯ СИСТЕМ ПРОТИВОАВАРИЙНОЙ ЗАЩИТЫ,"Меламед Н.В., Нестеров Д.А., Беленький Ю.И., Горобченко С.Л., Ковалёв Д.А.",2023,Да
53816247,ПРАВОВАЯ ПРИРОДА СТРАХОВОГО ПРАВА И ЕГО ОТРАЖЕНИЕ В СИСТЕМЕ РОССИЙСКОГО ЗАКОНОДАТЕЛЬСТВА,"Фролова О.В., Фролов В.В.",2023,Да
53752487,ЗАПУСКАЕМЫЕ ВИНТОКРЫЛЫЕ ЛЕТАТЕЛЬНЫЕ АППАРАТЫ: ОБЗОР,"Плюснин Н.И., Блинкова Е.В., Остроумова Ю.С., Ошкин А.А.",2023,Да
64546026,ЭЛЕКТРОННАЯ НАНОЛИТОГРАФИЯ В НАНОАВИОНИКЕ,"Плюснин Н.И., Остроумова Ю.С., Блинкова Е.В.",2023,Да
54809766,ВОЕННЫЕ ПЕДАГОГИ РОССИИ: БЫСТРЕЕВСКИЙ СЕРГЕЙ ДМИТРИЕВИЧ,"Дмитриев А.М., Горай И.И., Москальонов А.В., Афанасьева Ю.М.",2023,Да
54809767,ВОЕННЫЕ ПЕДАГОГИ РОССИИ: ФРОЛОВ ПЕТР ПЕТРОВИЧ - ВОЕННЫЙ АДМИНИСТРАТОР И ПЕДАГОГ,"Дмитриев А.М., Горай И.И., Усацкий В.А., Москальонов А.В.",2023,Да
54897746,"ВОЕННЫЕ ПЕДАГОГИ РОССИИ. АНЧУТИН КОНСТАНТИН НИКОЛАЕВИЧ - АРТИЛЛЕРИСТ, ВОЕННЫЙ ПЕДАГОГ И АДМИНИСТРАТОР","Дмитриев А.М., Усацкий В.А., Кондратова О.А., Афанасьева Ю.М.",2023,Да
54034717,ПОВЫШЕНИЕ НАДЕЖНОСТИ СРЕДСТВ РАДИОСВЯЗИ АВТОМАТИЗИРОВАННОГО РАДИОЦЕНТРА ЗА СЧЕТ СВОЕВРЕМЕННОГО ОБНАРУЖЕНИЯ ИХ ПАРАМЕТРИЧЕСКИХ ОТКАЗОВ В ПРОЦЕССЕ ФУНКЦИОНАЛЬНОГО КОНТРОЛЯ,"Будко П.А., Голюнов М.В., Аллакин В.В.",2023,Да
55872512,СТРУКТУРНО-ПАРАМЕТРИЧЕСКИЙ МЕТОД ЗАЩИТЫ ИНФОРМАЦИОННО-ТЕЛЕКОММУНИКАЦИОННОЙ СЕТИ СПЕЦИАЛЬНОГО НАЗНАЧЕНИЯ В УСЛОВИЯХ ИНФОРМАЦИОННОГО КОНФЛИКТА,"Липатников В.А., Парфиров В.А.",2023,Да
54031574,СИСТЕМА ПОДДЕРЖКИ ПРИНЯТИЯ РЕШЕНИЙ ПРИ КОМПЛЕКСНОМ ГЕОИНФОРМАЦИОННОМ МОНИТОРИНГЕ ОКРУЖАЮЩЕГО ПРОСТРАНСТВА,"Привалов А.А., Колесов В.А., Веремьёв В.И.",2023,Да
53924335,ОРГАНИЗАЦИЯ ГИБРИДНОГО ОБУЧЕНИЯ МАТЕМАТИКЕ В ВУЗЕ,"Русина Л.Г., Агапова Е.А.",2023,Да
54395900,ОПРЕДЕЛЕНИЕ УСИЛИТЕЛЬНЫХ И ШУМОВЫХ ПАРАМЕТРОВ БИПОЛЯРНЫХ СВЧ ТРАНЗИСТОРОВ ПО ИХ ФИЗИЧЕСКИМ ЭКВИВАЛЕНТНЫМ СХЕМАМ,"Васильев Н.А., Королев Э.А., Лыпкань В.Н., Раскалинос С.А.",2023,Да
54395962,СВЧ-ПЕРЕКЛЮЧАТЕЛИ С ИСПОЛЬЗОВАНИЕМ MEMS ТЕХНОЛОГИЙ,"Васильев Н.А., Костарев С.В., Панчак В.П.",2023,Да
54380244,ЦИФРОВИЗАЦИЯ ОБРАЗОВАНИЯ: АКТУАЛЬНОСТЬ И НЕОБХОДИМОСТЬ,"Абрамова Н.И., Васильева Т.Г., Виткевич Н.Л.",2023,Да
54401537,ИНТЕГРАЦИЯ КОММУНИКАЦИОННЫХ СРЕДСТВ РАЗЛИЧНЫХ ВИДОВ ВООРУЖЕННЫХ СИЛ ДЛЯ ОБЕСПЕЧЕНИЯ СОВМЕСТНЫХ ДЕЙСТВИЙ,"Чеботарь И.Т., Вахненко И.В., Басыня В.А.",2023,Да
54401514,ИСПОЛЬЗОВАНИЕ НЕЙРОСЕТИ ДЛЯ ИНТЕЛЛЕКТУАЛЬНОГО АНАЛИЗА ИЗОБРАЖЕНИЯ,"Кривоногова Е.В., Рябов Г.А., Яровой Р.В.",2023,Да
54401520,МЕТОДЫ ОБНАРУЖЕНИЯ ВРЕДОНОСНОГО ПРОГРАММНОГО ОБЕСПЕЧЕНИЯ: ПРЕИМУЩЕСТВА И НЕДОСТАТКИЕЙ,"Яровой Р.В., Рябов Г.А., Кривоногова Е.В.",2023,Да
54401523,ЦИФРОВЫЕ ТЕХНОЛОГИИ В СОВРЕМЕННОМ МИРЕ,"Васильева Т.Г., Виткевич Н.Л., Абрамова Н.И.",2023,Да
54401524,АВТОМАТИЗИРОВАННАЯ ОБРАБОТКА НЕСТРУКТУРИРОВАННОЙ ИНФОРМАЦИИ В СОВРЕМЕННЫХ АВТОМАТИЗИРОВАННЫХ СИСТЕМАХ ВОЕННОГО НАЗНАЧЕНИЯ,"Данилюк А.И., Чеботарь И.Т., Басыня В.А., Вахненко И.В.",2023,Да
54401530,ИСПОЛЬЗОВАНИЕ ТЕХНОЛОГИЙ ОБРАТНОГО ПОИСКА (RETRIEVAL) ДЛЯ ИЗВЛЕЧЕНИЯ И АНАЛИЗА НЕСТРУКТУРИРОВАННОЙ ИНФОРМАЦИИ ВОЕННОГО ЗНАЧЕНИЯ,"Чеботарь И.Т., Вахненко И.В., Басыня В.А.",2023,Да
54654472,СПОСОБЫ ПОСТРОЕНИЯ СЕТЕЙ РАДИОСВЯЗИ С ПРИМЕНЕНИЕМ РЕТРАНСЛЯТОРОВ РАЗЛИЧНОГО ТИПА,"Мельник В.Н., Басыня В.А., Чеботарь И.Т., Вахненко И.В.",2023,Да
54654473,НАПРАВЛЕНИЯ РАЗВИТИЯ АВТОМАТИЗИРОВАННЫХ СИСТЕМ УПРАВЛЕНИЯ СВЯЗЬЮ СПЕЦИАЛЬНОГО НАЗНАЧЕНИЯ,"Чеботарь И.Т., Мельник В.Н., Басыня В.А., Данилюк А.И.",2023,Да
54654418,КВАДРОКОПТЕРЫ - КАК РЕТРАНСЛЯТОРЫ РАДИОСИГНАЛОВ В СИСТЕМЕ ВОЕННОГО НАЗНАЧЕНИЯ,"Лукьянчик В.Н., Васильева Т.Г., Мельник В.Н., Корякин Д.А.",2023,Да
54654500,КАК ИНФОРМАЦИОННОЕ ОРУЖИЕ ВЛИЯЕТ НА ЧЕЛОВЕКА: РАЗБОР ПОНЯТИЯ И ВИДОВ,"Абрамова Н.И., Васильева Т.Г., Виткевич Н.Л.",2023,Да
54654413,СОЗДАНИЕ ИНФОРМАЦИОННО-ТЕЛЕКОММУНИКАЦИОННОЙ ИНФРАСТРУКТУРЫ В АРКТИЧЕСКОЙ ЗОНЕ РОССИЙСКОЙ ФЕДЕРАЦИИ НА ОСНОВЕ АЭРОПЛАТФОРМ,"Васильева Т.Г., Лукьянчик В.Н., Корякин Д.А., Филимоненков М.Х.",2023,Да
54654457,ПРИНЦИПЫ ПРОЕКТИРОВАНИЯ ИНФОРМАЦИОННЫХ СИСТЕМ,"Ренсков Д.А., Мартынов В.А., Баринов Д.М.",2023,Да
54654458,"АТАКИ НА ВЕБ-ПРИЛОЖЕНИЯ: ОПРЕДЕЛЕНИЕ, ТИПЫ И ПРОФИЛАКТИКА","Яровой Р.В., Кривоногова Е.В., Рябов Г.А.",2023,Да
54654459,"ВРЕДОНОСНОЕ ПРОГРАММНОЕ ОБЕСПЕЧЕНИЕ: ТИПЫ, МЕТОДЫ РАСПРОСТРАНЕНИЯ И АНТИВИРУСНЫЕ МЕРЫ","Яровой Р.В., Рябов Г.А., Изотов Д.Ю.",2023,Да
54811210,СРАВНЕНИЕ И АНАЛИЗ ПОДХОДОВ К ОБНАРУЖЕНИЮ ВРЕДОНОСНОГО ПРОГРАММНОГО ОБЕСПЕЧЕНИЯ: ОЦЕНКА ЭФФЕКТИВНОСТИ И ПРИМЕНИМОСТИ,"Яровой Р.В., Рябов Г.А., Изотов Д.Ю.",2023,Да
54811222,"АКТУАЛЬНЫЕ РЕШЕНИЯ В СРЕДСТВАХ СВЯЗИ, МОНИТОРИНГА И НАВИГАЦИИ БЕСПИЛОТНЫХ ЛЕТАТЕЛЬНЫХ АППАРАТОВ","Чеботарь И.Т., Мельник В.Н., Басыня В.А., Вахненко И.В.",2023,Да
58908252,КВАНТОВЫЕ ТЕХНОЛОГИИ - НОВЫЙ ВЕК ВЫЧИСЛЕНИЙ И БЕЗОПАСНОСТИ,"Васильева Т.Г., Филимоненков М.Х., Лукьянчик В.Н., Сарафанников В.С.",2023,Да
58908271,ТЕХНОЛОГИИ ИСКУССТВЕННОГО ИНТЕЛЛЕКТА В АВТОМАТИЗИРОВАННЫХ СИСТЕМАХ УПРАВЛЕНИЯ СВЯЗЬЮ,"Яровой Р.В., Рябов Г.А., Карганов В.В.",2023,Да
58908279,"ВЛИЯНИЕ НОВЫХ ТЕХНОЛОГИЙ, ТАКИХ КАК 5G, НА ПРОЕКТИРОВАНИЕ СЕТЕЙ СВЯЗИ ВОЕННОГО НАЗНАЧЕНИЯ","Басыня В.А., Мельник В.Н., Лукьянчик В.Н., Чеботарь И.Т.",2023,Да
58908280,ПРЕИМУЩЕСТВА И ПРОБЛЕМЫ ИСПОЛЬЗОВАНИЯ ЯЧЕИСТЫХ СЕТЕЙ ДЛЯ РАДИОСВЯЗИ,"Басыня В.А., Мельник В.Н., Лукьянчик В.Н., Чеботарь И.Т.",2023,Да
58908281,ПРИМЕНЕНИЕ ЭЛЕМЕНТОВ ИСКУССТВЕННОГО ИНТЕЛЛЕКТА НА РЕТРАНСЛЯТОРАХ СВЯЗИ С НОСИТЕЛЯМИ ЛЕГЧЕ ВОЗДУХА,"Басыня В.А., Мельник В.Н., Лукьянчик В.Н., Чеботарь И.Т.",2023,Да
58908284,ПРИМЕНЕНИЕ КВАНТОВЫХ ТЕХНОЛОГИЙ ДЛЯ БЕЗОПАСНОЙ ПЕРЕДАЧИ ИНФОРМАЦИИ,"Сарафанников В.С., Вахненко А.И., Вахненко И.В., Чеботарь И.Т.",2023,Да
50388372,ТЕХНОЛОГИИ ИСКУССТВЕННОГО ИНТЕЛЛЕКТА В ПРОГРАММНЫХ СИСТЕМАХ МОНИТОРИНГА НАУЧНО-ОБРАЗОВАТЕЛЬНЫХ САЙТОВ В СЕТИ ИНТЕРНЕТ,"Рябов Г.А., Кривоногова Е.В., Пантюхин О.И., Карганов В.В.",2023,Да
50747583,МУНИЦИПАЛЬНАЯ РЕФОРМА В РОССИИ,"Фролова О.В., Фролов В.В.",2023,Да
50748401,ОТБОР МАТЕРИАЛОВ НАУЧНО-ОБРАЗОВАТЕЛЬНЫХ САЙТОВ В СООТВЕТСТВИИ С ИНДИВИДУАЛЬНЫМИ ЗАПРОСАМИ ОБУЧАЮЩИХСЯ С ИСПОЛЬЗОВАНИЕМ НЕЙРОСЕТИ,"Рябов Г.А., Кривоногова Е.В., Солодухин Б.В.",2023,Да
52658783,ПРОГРАММНОЕ РЕШЕНИЕ ЗАДАЧИ СБОРА ДАННЫХ ИЗ МЕССЕНДЖЕРА TELEGRAM,"Квасов М.Н., Зайцев Н.В., Рябов Г.А., Вовк А.Ю.",2023,Да
52658834,АВТОМАТИЧЕСКИЙ АНАЛИЗ ОБЩЕЙ ТОНАЛЬНОСТИ ТЕКСТОВ НА РУССКОМ ЯЗЫКЕ С ИСПОЛЬЗОВАНИЕМ ИСКУССТВЕННЫХ НЕЙРОННЫХ СЕТЕЙ,"Рябов Г.А., Кривоногова Е.В.",2023,Да
53924007,ПРОТОКОЛ СЕТЕВОЙ АУТЕНТИФИКАЦИИ KERBEROS. ПОЛИТИКИ БЕЗОПАСНОСТИ,"Рябов Г.А., Кривоногова Е.В., Карганов В.В., Вовк А.Ю.",2023,Да
54123881,АНАЛИЗ МЕТОДА ГЕНЕРАЦИИ ИЗОБРАЖЕНИЙ ВЫСОКОГО РАЗРЕШЕНИЯ ESRGAN,"Баринов Д.М., Данилюк А.И., Ренсков Д.А.",2023,Да
54123891,"ПРИМЕНЕНИЕ НЕЙРОННЫХ СЕТЕЙ ДЛЯ АВТОМАТИЗАЦИИ ПРОЦЕССОВ ПРОВЕРКИ ДОМАШНИХ ЗАДАНИЙ, ЭКЗАМЕНОВ, ОБНАРУЖЕНИЯ И ИСПРАВЛЕНИЯ ОШИБОК В ВЫПОЛНЯЕМЫХ СТУДЕНТАМИ ЗАДАЧАХ","Данилюк А.И., Баринов Д.М., Косьянова М.С.",2023,Да
54123895,ПРОГРАММНАЯ ОБРАБОТКА НЕПРОЧИТАННЫХ СООБЩЕНИЙ ИЗ МЕССЕНДЖЕРА TELEGRAM,"Квасов М.Н., Зайцев Н.В., Рябов Г.А., Вовк А.Ю.",2023,Да
54021088,ПОДХОДЫ К ПРАКТИЧЕСКОЙ РАЗРАБОТКЕ СИСТЕМЫ АВТОМАТИЗИРОВАННОГО ВИРТУАЛЬНОГО ОБУЧЕНИЯ,"Пантюхин О.И., Рябов Г.А., Солодухин Б.В., Юдин А.А.",2023,Да
54039806,ВЗАИМОСВЯЗЬ ОБРАЗОВАНИЯ И НАУКИ В ИНЖЕНЕРНО-ТЕХНИЧЕСКИХ ВУЗАХ: ВЫЗОВЫ И ВОЗМОЖНОСТИ,"Яровой Р.В., Рябов Г.А., Кривоногова Е.В.",2023,Да
54091591,АНАЛИЗ СУДЕБНОЙ ПРАКТИКИ В СФЕРЕ РЕГИСТРАЦИИ И ЗАЩИТЫ ОБЪЕКТОВ ИНТЕЛЛЕКТУАЛЬНОЙ СОБСТВЕННОСТИ В РОССИИ,"Фролова О.В., Фролов В.В.",2023,Да
54124757,ИННОВАЦИИ В ОБРАЗОВАТЕЛЬНОЙ ДЕЯТЕЛЬНОСТИ ПРИ ПОДГОТОВКЕ ВОЕННЫХ СПЕЦИАЛИСТОВ СВЯЗИ (СВЯЗИСТОВ),"Лукьянчик В.Н., Гудков М.А., Сорокин К.Н., Васильева Т.Г.",2023,Да
